ty_code,ty_name_en,ty_name_ch,land_address,land_time,land_lng,land_lat,land_info,land_strong
202504,DANAS,丹娜丝,浙江省温州瑞安市沿海,2025-07-08 23:45:00,120.76,27.75,第4号台风“丹娜丝”已于7月8日晚上11点45分前后在浙江省温州瑞安市沿海再次登陆,
202506,WIPHA,韦帕,广东省台山市沿海,2025-07-20 17:50:00,112.65,21.8,第6号台风“韦帕”已于7月20日17时50分前后在广东省台山市沿海登陆,
202506,WIPHA,韦帕,广东阳江市海陵岛沿海,2025-07-20 20:15:00,111.94,21.64,第6号台风“韦帕”强热带风暴已于7月20日20时15分在广东阳江市海陵岛沿海再次登陆,
202506,WIPHA,韦帕,越南太平省沿海,2025-07-22 09:30:00,106.6,20.45,第6号台风“韦帕”已于7月22日09时30分前后在越南太平省沿海再次登陆,
202508,CO-MAY,竹节草,菲律宾西北部的阿格诺沿海,2025-07-24 10:40:00,119.77,16.09,第8号台风“竹节草”已于7月24日晚上10点40分前后在菲律宾西北部的阿格诺沿海登陆,
202508,CO-MAY,竹节草,菲律宾吕宋岛西北部沿海,2025-07-25 05:10:00,120.33,16.75,第8号台风“竹节草”已于7月25日早晨5点10分前后在菲律宾吕宋岛西北部沿海再次登陆,
202508,CO-MAY,竹节草,浙江省舟山市朱家尖岛,2025-07-30 04:30:00,122.4,29.87,第8号台风“竹节草”已于7月30日4时30分前后在浙江省舟山市朱家尖岛登陆,
202508,CO-MAY,竹节草,上海市奉贤区沿海,2025-07-30 16:40:00,121.75,30.85,第8号台风“竹节草”7月30日16时40分前后在上海市奉贤区沿海再次登陆,
202511,PODUL,杨柳,台湾省台东县太麻里乡沿海,2025-08-13 13:00:00,120.98,22.55,第11号台风“杨柳”已于8月13日13时前后在台湾省台东县太麻里乡沿海登陆,
202511,PODUL,杨柳,福建省漳浦县沿海,2025-08-14 00:30:00,117.63,23.84,第11号台风“杨柳”已于8月14日00时30分前后在福建省漳浦县沿海登陆,
202513,KAJIKI,剑鱼,越南河静省北部沿海,2025-08-25 19:10:00,106.0,18.4,第13号台风“剑鱼”已于8月25日晚上7时10分左右在越南河静省北部沿海登陆,
202514,NONGFA,蓝湖,越南河静省和广治省交界附近沿海,2025-08-30 16:30:00,106.47,18.01,第14号台风“蓝湖”已于8月30日16时30分前后在越南河静省和广治省交界附近沿海登陆,
202515,PEIPAH,琵琶,日本高知县宿毛市附近,2025-09-04 22:00:00,132.52,32.98,第15号台风“琵琶”已于9月4日夜间在日本高知县宿毛市附近登陆,
202516,TAPAH,塔巴,广东省台山市沿海,2025-09-08 08:50:00,112.63,21.79,第16号台风“塔巴”已于9月08日08时50分前后在广东省台山市沿海登陆,
202517,MITAG,米娜,广东省汕尾市沿海,2025-09-19 14:50:00,115.45,22.7,第17号台风“米娜”已于9月19日14时50分前后在广东省汕尾市沿海登陆,
202518,RAGASA,桦加沙,广东省阳江市海陵岛沿海,2025-09-24 17:00:00,111.93,21.69,第18号台风“桦加沙”已于9月24日17时前后在广东省阳江市海陵岛沿海登陆,
202518,RAGASA,桦加沙,广西北海市沿海,2025-09-25 06:30:00,109.27,21.43,第18号台风“桦加沙”的中心已于9月25日06时30分前后在广西北海市沿海登陆,
202518,RAGASA,桦加沙,广西防城港市沿海,2025-09-25 12:00:00,108.48,21.7,第18号台风“桦加沙”的中心已于9月25日12时在广西防城港市沿海登陆,
202520,BUALOI,博罗依,菲律宾萨马岛东部沿海,2025-09-26 01:00:00,125.45,11.96,第20号台风“博罗依”的中心已于9月26日凌晨1点前后在菲律宾萨马岛东部沿海登陆,
202520,BUALOI,博罗依,越南河静省沿海,2025-09-29 01:30:00,106.31,18.14,第20号台风“博罗依”的中心已于9月29日1点30分前后在越南河静省沿海登陆,
202521,MATMO,麦德姆,菲律宾吕宋岛东北部沿海,2025-10-03 09:00:00,122.25,16.48,第21号台风“麦德姆”的中心于10月3日上午9点钟前后在菲律宾吕宋岛东北部沿海登陆,
202521,MATMO,麦德姆,广东省湛江市徐闻县东部沿海,2025-10-05 14:50:00,110.47,20.67,第21号台风“麦德姆”的中心已于10月05日14时50分前后在广东省湛江市徐闻县东部沿海登陆,
202521,MATMO,麦德姆,广西壮族自治区防城港市沿海,2025-10-06 01:10:00,108.55,21.64,第21号台风“麦德姆”的中心已于10月06日01时10分前后在广西壮族自治区防城港市沿海登陆,
202525,KALMAEGI,海鸥,菲律宾莱特岛沿海,2025-11-04 00:00:00,125.16,10.53,第25号台风“海鸥”已于11月4日凌晨0时前后在菲律宾莱特岛沿海登陆,
202525,KALMAEGI,海鸥,越南嘉莱省归仁市附近沿海,2025-11-07 19:35:00,109.3,13.77,第25号台风“海鸥”的中心已于11月6日晚上7点35分前后在越南嘉莱省归仁市附近沿海登陆,
202526,FUNG-WONG,凤凰,菲律宾吕宋岛奥罗拉省沿海,2025-11-09 20:30:00,121.61,15.94,第26号台风“凤凰”已于11月9日20时30分前后在菲律宾吕宋岛奥罗拉省沿海登陆,
202526,FUNG-WONG,凤凰,台湾屏东县恒春镇沿海,2025-11-12 19:50:00,120.72,22.1,第26号台风“凤凰”已于11月12日19点50分前后在台湾屏东县恒春镇沿海登陆,
202602,PENHA,西望洋,菲律宾棉兰老岛北阿古桑省沿海,2026-02-06 03:00:00,125.86,9.54,第2号台风“西望洋”已于2月6日凌晨3点钟前后在菲律宾棉兰老岛北阿古桑省沿海登陆,
